Date,Year,Month,Unemployment_Rate,CPI,Interest_Rate,Mortgage_Rate,ZHVI,GDP_Growth,Median_Household_Income,Population,Poverty_Rate,Marriage_Rate,Divorce_Rate,Unemployment_Rate_lag1,Unemployment_Rate_lag3,Unemployment_Rate_lag6,Unemployment_Rate_lag12,CPI_lag1,CPI_lag3,CPI_lag6,CPI_lag12,Interest_Rate_lag1,Interest_Rate_lag3,Interest_Rate_lag6,Interest_Rate_lag12,Mortgage_Rate_lag1,Mortgage_Rate_lag3,Mortgage_Rate_lag6,Mortgage_Rate_lag12,ZHVI_lag1,ZHVI_lag3,ZHVI_lag6,ZHVI_lag12,GDP_Growth_lag1,GDP_Growth_lag3,GDP_Growth_lag6,GDP_Growth_lag12,Median_Household_Income_lag1,Median_Household_Income_lag3,Median_Household_Income_lag6,Median_Household_Income_lag12,Population_lag1,Population_lag3,Population_lag6,Population_lag12,Poverty_Rate_lag1,Poverty_Rate_lag3,Poverty_Rate_lag6,Poverty_Rate_lag12,Marriage_Rate_lag1,Marriage_Rate_lag3,Marriage_Rate_lag6,Marriage_Rate_lag12,Divorce_Rate_lag1,Divorce_Rate_lag3,Divorce_Rate_lag6,Divorce_Rate_lag12,Unemployment_Rate_ma3,Unemployment_Rate_ma6,Unemployment_Rate_ma12,CPI_ma3,CPI_ma6,CPI_ma12,Interest_Rate_ma3,Interest_Rate_ma6,Interest_Rate_ma12,Mortgage_Rate_ma3,Mortgage_Rate_ma6,Mortgage_Rate_ma12,ZHVI_ma3,ZHVI_ma6,ZHVI_ma12,GDP_Growth_ma3,GDP_Growth_ma6,GDP_Growth_ma12,Median_Household_Income_ma3,Median_Household_Income_ma6,Median_Household_Income_ma12,Population_ma3,Population_ma6,Population_ma12,Poverty_Rate_ma3,Poverty_Rate_ma6,Poverty_Rate_ma12,Marriage_Rate_ma3,Marriage_Rate_ma6,Marriage_Rate_ma12,Divorce_Rate_ma3,Divorce_Rate_ma6,Divorce_Rate_ma12,Unemployment_Rate_mom_pct,Unemployment_Rate_yoy_pct,Unemployment_Rate_3m_pct,CPI_mom_pct,CPI_yoy_pct,CPI_3m_pct,Interest_Rate_mom_pct,Interest_Rate_yoy_pct,Interest_Rate_3m_pct,Mortgage_Rate_mom_pct,Mortgage_Rate_yoy_pct,Mortgage_Rate_3m_pct,ZHVI_mom_pct,ZHVI_yoy_pct,ZHVI_3m_pct,GDP_Growth_mom_pct,GDP_Growth_yoy_pct,GDP_Growth_3m_pct,Median_Household_Income_mom_pct,Median_Household_Income_yoy_pct,Median_Household_Income_3m_pct,Population_mom_pct,Population_yoy_pct,Population_3m_pct,Poverty_Rate_mom_pct,Poverty_Rate_yoy_pct,Poverty_Rate_3m_pct,Marriage_Rate_mom_pct,Marriage_Rate_yoy_pct,Marriage_Rate_3m_pct,Divorce_Rate_mom_pct,Divorce_Rate_yoy_pct,Divorce_Rate_3m_pct,interest_unemployment,mortgage_income,cpi_unemployment,price_to_income,monthly_payment,payment_to_income,real_mortgage_rate,month_sin,month_cos,winter,spring,summer,fall,zhvi_trend,zhvi_seasonal,zhvi_residual,zhvi_diff1,cpi_diff1,mortgage_rate_diff1
2006-08-01,2006,8,6.4,211.3,5.25,6.523999999999999,436981.835,0.6,49477.59548121095,570.681,19.6,4.8,2.1,6.4,6.4,6.2,6.6,211.4,209.1,206.0,204.2,5.24,4.94,4.49,3.5,6.7625,6.5975,6.2525,5.82,436993.9705,434766.9483,425445.939,397355.1817,-0.0771862309915388,1.0,5.5,3.2,49322.886598753554,49059.705094965146,48657.546028085286,47202.93600790964,570.681,570.681,570.681,567.136,19.6,19.6,19.6,18.9,5.6,4.4,3.2,4.919999999999999,2.1,1.995,2.1,2.0,6.4,6.366666666666667,6.316666666666666,210.98333333333335,209.36666666666667,207.29999999999998,5.16,4.966666666666667,4.511666666666667,6.656166666666667,6.56625,6.353000000000001,436731.3849,434345.0627333333,424935.9851,0.17602765872322843,1.5001634579313239,2.4843016320322713,49329.94342174536,49130.043944968675,48626.0680674082,570.681,570.681,569.4993333333333,19.6,19.6,19.366666666666667,5.2,4.6000000000000005,4.029166666666667,2.065,2.0475,2.0658333333333334,0.0,-3.0303030303030165,0.0,-0.047303689687794304,3.4769833496572033,1.0521281683405048,0.190839694656475,50.0,6.275303643724683,-3.526802218114622,12.096219931271456,-1.114058355437686,-0.002777040604495795,9.972602629835038,0.5094422905560281,-877.3407151668958,-81.25,-40.0,0.3136655072846217,4.818894047014699,0.8517996295267061,0.0,0.6250705298200154,0.0,0.0,3.70370370370372,0.0,-14.28571428571428,-2.4390243902438824,9.090909090909083,0.0,5.000000000000004,5.263157894736836,33.6,322791.8329194202,1352.3200000000002,8.831913328648788,2215.138565925339,53.724645534155805,3.047016650342796,-0.8660254037844384,-0.5000000000000004,0,0,1,0,432328.1269333333,444.74212646121987,4208.965940205511,-12.135499999974854,-0.09999999999999432,-0.23850000000000104
2006-09-01,2006,9,6.4,211.2,5.25,6.4025,435540.019,1.81806481532316,49657.8074776436,570.681,19.6,4.0,2.205,6.4,6.4,6.3,6.4,211.3,210.25,206.4,205.6,5.25,4.99,4.59,3.62,6.523999999999999,6.682,6.324,5.774,436981.835,436218.3492,428958.7791,403723.7529,0.6,0.0052692071612249,4.674884633576658,2.769544343635219,49477.59548121095,49189.34818527161,48796.4213422829,47503.955647377785,570.681,570.681,570.681,567.136,19.6,19.6,19.6,18.9,4.8,5.2,3.6,4.1,2.1,1.995,2.1,2.1,6.4,6.383333333333334,6.316666666666667,211.29999999999998,210.16666666666666,207.76666666666668,5.246666666666667,5.076666666666667,4.6475,6.563,6.5793333333333335,6.405375,436505.2748333333,435441.93604999996,427587.3406083333,0.7802928614438734,1.0240268215557409,2.4050116713395995,49486.09651920269,49273.60830086213,48805.55571993036,570.681,570.681,569.79475,19.6,19.6,19.425,4.8,4.666666666666667,4.020833333333333,2.135,2.065,2.0745833333333334,0.0,0.0,0.0,-0.047326076668252615,2.7237354085603016,0.451843043995237,0.0,45.027624309392266,5.210420841683372,-1.8623543838136025,10.885001731901633,-4.182879377431914,-0.32994872658723695,7.880702057151612,-0.1555024453336329,203.01080255386,-34.35509276096934,34403.57444098906,0.3642294955523484,4.53404732492988,0.952359219332477,0.0,0.6250705298200154,0.0,0.0,3.70370370370372,0.0,-16.666666666666664,-2.4390243902438935,-23.076923076923084,5.000000000000004,5.000000000000004,10.526315789473673,33.6,317934.1123756131,1351.68,8.770826605586324,2180.033230803796,52.681340756784735,3.6787645914396983,-1.0,-1.8369701987210297e-16,0,0,0,1,432204.96467499994,-18.025195413761868,3353.0795204137958,-1441.8160000000498,-0.10000000000002274,-0.12149999999999928
2006-10-01,2006,10,6.4,210.65,5.25,6.3575,433050.2928,2.9725327037965816,49864.59104676724,570.681,19.6,3.6,2.205,6.4,6.4,6.3,6.3,211.2,211.4,207.75,204.95,5.25,5.24,4.79,3.78,6.4025,6.7625,6.5075,6.065,435540.019,436993.9705,432150.4943,409437.9529,1.81806481532316,-0.0771862309915388,2.7980131378415973,2.173352341332087,49657.8074776436,49322.886598753554,48934.30696732792,47778.58575836722,570.681,570.681,570.681,567.136,19.6,19.6,19.6,18.9,4.0,5.6,4.0,3.69,2.205,2.1,1.995,2.1,6.4,6.4,6.324999999999999,211.05000000000004,210.65,208.24166666666665,5.25,5.153333333333333,4.7700000000000005,6.428,6.554333333333333,6.429749999999999,435190.7156,435591.9024666667,429555.03560000006,1.7968658397065802,1.0531134158815716,2.471610034878308,49666.664668540594,49428.65564743534,48979.38949396369,570.681,570.681,570.0901666666667,19.6,19.6,19.483333333333334,4.133333333333334,4.6,4.013333333333334,2.17,2.1,2.0833333333333335,0.0,1.5873015873016039,0.0,-0.26041666666666297,2.781166138082458,-0.3547776726584684,0.0,38.88888888888891,0.190839694656475,-0.7028504490433463,4.822753503709798,-5.988909426987066,-0.5716412020453143,5.767012982738073,-0.9024558612302447,63.49982017930509,36.771780960958345,-3951.117829710369,0.41641703415264963,4.365983746253321,1.098282126957617,0.0,0.6250705298200154,0.0,0.0,3.70370370370372,0.0,-9.999999999999998,-2.4390243902438935,-35.71428571428571,0.0,5.000000000000004,5.000000000000004,33.6,317014.1375798227,1348.16,8.68452510507604,2157.372624521039,51.91754499695399,3.5763338619175418,-0.8660254037844386,0.5000000000000001,0,0,0,1,431720.27976249997,-389.32289871237344,1719.3359362124033,-2489.7261999999755,-0.549999999999983,-0.04499999999999993
2006-11-01,2006,11,6.3,210.1,5.25,6.24,430698.6996,3.5,50120.10434475794,570.681,19.6,3.2,2.1,6.4,6.4,6.4,6.3,210.65,211.3,209.1,204.3,5.25,5.25,4.94,4.0,6.3575,6.523999999999999,6.5975,6.33,433050.2928,436981.835,434766.9483,414189.5885,2.9725327037965816,0.6,1.0,2.2,49864.59104676724,49477.59548121095,49059.705094965146,48041.23615056013,570.681,570.681,570.681,567.136,19.6,19.6,19.6,18.9,3.6,4.8,4.4,3.28,2.205,2.1,1.995,2.0,6.366666666666666,6.383333333333333,6.324999999999999,210.64999999999998,210.8166666666667,208.72500000000002,5.25,5.205,4.8741666666666665,6.333333333333333,6.49475,6.422249999999999,433096.3371333333,434913.8610166667,430930.79485833336,2.763532506373247,1.4697800825482383,2.579943368211641,49880.83428972292,49605.38885573414,49152.62851014684,570.681,570.681,570.3855833333333,19.6,19.6,19.541666666666668,3.6,4.3999999999999995,4.006666666666667,2.17,2.1175,2.091666666666667,-1.562500000000011,0.0,-1.562500000000011,-0.26109660574412663,2.8389623103279416,-0.5679129200189426,0.0,31.25,0.0,-1.8482107746755738,-1.421800947867291,-4.3531575720416775,-0.5430300450313008,3.9858826871501662,-1.4378481888154493,17.74470960503567,59.09090909090908,483.33333333333337,0.5124143056764785,4.327257915851068,1.2985854653971396,0.0,0.6250705298200154,0.0,0.0,3.70370370370372,0.0,-11.111111111111105,-2.4390243902438935,-33.33333333333333,-4.761904761904756,5.000000000000004,0.0,33.074999999999996,312749.45111128956,1323.6299999999999,8.593332061668917,2119.26833695209,50.7405568601633,3.4010376896720587,-0.5000000000000004,0.8660254037844384,0,0,0,1,430919.2254833333,-625.3156540943338,404.78977076104195,-2351.593200000003,-0.5500000000000114,-0.11749999999999972
2006-12-01,2006,12,6.2,210.6005,5.24,6.135,429023.2547,2.9784874576350058,50415.87707356172,570.681,19.6,3.2,2.1,6.3,6.4,6.4,6.2,210.1,211.2,210.25,204.95,5.25,5.25,4.99,4.16,6.24,6.4025,6.682,6.272,430698.6996,435540.019,436218.3492,418401.3373,3.5,1.81806481532316,0.0052692071612249,3.3331525251349383,50120.10434475794,49657.8074776436,49189.34818527161,48271.22955469596,570.681,570.681,570.681,567.136,19.6,19.6,19.6,18.9,3.2,4.0,5.2,3.28,2.1,2.205,1.995,2.0,6.3,6.3500000000000005,6.324999999999999,210.45016666666666,210.87508333333335,209.195875,5.246666666666667,5.246666666666667,4.964166666666667,6.2441666666666675,6.403583333333334,6.410833333333334,430924.0823666666,433714.6786,431815.95464166667,3.150340053810529,1.9653164576272015,2.55038794591998,50133.52415502897,49809.810337115836,49331.34913671899,570.681,570.681,570.681,19.6,19.6,19.6,3.333333333333334,4.066666666666667,4.0,2.135,2.1350000000000002,2.1,-1.5873015873015817,0.0,-3.125,0.23821989528796106,2.7570139058306964,-0.28385416666665275,-0.19047619047618536,25.96153846153846,-0.19047619047618536,-1.6826923076923128,-2.184311224489799,-4.178055447090978,-0.3890062592610599,2.5386910731558965,-1.4962492574075004,-14.900358353285547,-10.640529193472004,63.82735271765223,0.5901279190666964,4.4429104844650125,1.5265869244416752,0.0,0.6250705298200154,0.0,0.0,3.70370370370372,0.0,0.0,-2.4390243902438935,-19.999999999999996,0.0,5.000000000000004,-4.761904761904756,32.488,309301.4058463012,1305.7231000000002,8.509685432507956,2087.6524316772734,49.69035675720606,3.3779860941693034,-2.4492935982947064e-16,1.0,1,0,0,0,429821.263925,-739.8561337818408,-58.1530912181463,-1675.4449000000022,0.5005000000000166,-0.10500000000000043
2007-01-01,2007,1,6.1,211.101,5.25,6.2175,427663.3343,1.934506898298846,50780.0,574.404,16.4,3.3600000000000003,1.785,6.2,6.4,6.4,6.2,210.6005,210.65,211.4,205.6,5.24,5.25,5.24,4.29,6.135,6.3575,6.7625,6.145,429023.2547,433050.2928,436993.9705,421962.8742,2.9784874576350058,2.9725327037965816,-0.0771862309915388,4.83458962669707,50415.87707356172,49864.59104676724,49322.886598753554,48480.0,570.681,570.681,570.681,570.681,19.6,19.6,19.6,19.6,3.2,3.6,5.6,3.2,2.1,2.205,2.1,2.205,6.199999999999999,6.300000000000001,6.316666666666667,210.6005,210.82525,209.65429166666664,5.246666666666667,5.248333333333334,5.0441666666666665,6.197500000000001,6.31275,6.416875,429128.42953333334,432159.57256666664,432290.9929833333,2.80433145197795,2.3005986458422663,2.3087143852201275,50438.66047277322,50052.66257065691,49523.015803385664,571.922,571.3015,570.99125,18.533333333333335,19.066666666666666,19.333333333333336,3.253333333333334,3.6933333333333334,4.013333333333334,1.9949999999999999,2.0825,2.065,-1.6129032258064613,-1.6129032258064613,-4.687500000000011,0.23765375675746103,2.6755836575875547,0.21409921671018406,0.190839694656475,22.377622377622373,0.0,1.344743276283622,1.1798209926769943,-2.2021234762091946,-0.3169805797475833,1.3509387788694704,-1.2439567850581978,-35.05069516609973,-59.986119863900896,-34.92058486596118,0.7222386033411299,4.744224422442245,1.8357895533008817,0.6523784741387928,0.6523784741387928,0.6523784741387928,-16.326530612244916,-16.326530612244916,-16.326530612244916,5.000000000000004,5.000000000000004,-6.666666666666665,-15.000000000000002,-19.047619047619058,-19.047619047619058,32.025,315724.65,1287.7160999999999,8.421885275699093,2099.330933768434,49.61002600476804,3.5419163424124456,0.49999999999999994,0.8660254037844387,1,0,0,0,428429.1837125,-801.2348558304382,35.38544333045297,-1359.9204000000027,0.5004999999999882,0.08250000000000046
2007-02-01,2007,2,6.1,212.778,5.26,6.285,426337.1538,1.2,51207.84854481894,574.404,16.4,3.3600000000000003,1.7,6.1,6.3,6.4,6.2,211.101,210.1,211.3,206.0,5.25,5.25,5.25,4.49,6.2175,6.24,6.523999999999999,6.2525,427663.3343,430698.6996,436981.835,425445.939,1.934506898298846,3.5,0.6,5.5,50780.0,50120.10434475794,49477.59548121095,48657.546028085286,574.404,570.681,570.681,570.681,16.4,19.6,19.6,19.6,3.3600000000000003,3.2,4.8,3.2,1.785,2.1,2.1,2.1,6.133333333333333,6.25,6.308333333333334,211.49316666666664,211.07158333333336,210.219125,5.250000000000001,5.25,5.108333333333333,6.2124999999999995,6.272916666666666,6.419583333333333,427674.5809333334,430385.4590333333,432365.26088333334,2.0376647853112835,2.400598645842266,1.9503810518867948,50801.24187279355,50341.03808125824,49735.54101311346,573.163,571.922,571.3015,17.466666666666665,18.533333333333335,19.066666666666666,3.306666666666667,3.453333333333333,4.026666666666666,1.8616666666666664,2.015833333333333,2.0316666666666667,0.0,-1.6129032258064613,-3.1746031746031744,0.7944064689413999,3.2902912621359137,1.274631128034276,0.19047619047618536,17.14922048997771,0.19047619047618536,1.0856453558504287,0.5197920831667258,0.7211538461538547,-0.31009918167773654,0.2094778015967691,-1.0126675107333005,-37.96868850376042,-78.18181818181819,-65.71428571428571,0.8425532588005824,5.241329916764825,2.1702752104800105,0.0,0.6523784741387928,0.6523784741387928,0.0,-16.326530612244916,-16.326530612244916,0.0,5.000000000000004,5.000000000000004,-4.761904761904756,-19.047619047619058,-19.047619047619058,32.086,321841.32810418704,1297.9458,8.325621284925775,2107.795000139467,49.39387363547561,2.9947087378640864,0.8660254037844386,0.5000000000000001,1,0,0,0,426756.06677499996,-652.9475532262675,234.03457822628275,-1326.1805000000168,1.6769999999999925,0.0674999999999999
2007-03-01,2007,3,6.0,214.455,5.26,6.156000000000001,425111.6701,1.31335992464869,51638.72877499556,574.404,16.4,3.78,1.7,6.1,6.2,6.4,6.3,212.778,210.6005,211.2,206.4,5.26,5.24,5.25,4.59,6.285,6.135,6.4025,6.324,426337.1538,429023.2547,435540.019,428958.7791,1.2,2.9784874576350058,1.81806481532316,4.674884633576658,51207.84854481894,50415.87707356172,49657.8074776436,48796.4213422829,574.404,570.681,570.681,570.681,16.4,19.6,19.6,19.6,3.3600000000000003,3.2,4.0,3.6,1.7,2.1,2.205,2.1,6.0666666666666655,6.183333333333334,6.283333333333334,212.778,211.61408333333335,210.89037499999998,5.256666666666667,5.251666666666666,5.164166666666667,6.2195,6.231833333333334,6.405583333333333,426370.7194,428647.40088333335,432044.6684666667,1.482622274315845,2.3164811640631875,1.670253992809464,51208.85910660483,50671.1916308169,49972.39996583952,574.404,572.5425,571.61175,16.4,18.0,18.8,3.5000000000000004,3.4166666666666665,4.041666666666667,1.7283333333333333,1.9316666666666666,1.9983333333333333,-1.6393442622950727,-4.761904761904756,-3.2258064516129115,0.7881453909708735,3.9026162790697816,1.8302425682749979,0.0,14.596949891067545,0.3816793893129722,-2.0525059665871037,-2.6565464895635604,0.34229828850858013,-0.2874447345433295,-0.8968481792286931,-0.9117418594792093,9.446660387390837,-71.90604629650797,-55.90513831837549,0.8414339645601343,5.8248276298281665,2.4255289651106793,0.0,0.6523784741387928,0.6523784741387928,0.0,-16.326530612244916,-16.326530612244916,12.499999999999979,4.999999999999982,18.124999999999993,0.0,-19.047619047619058,-19.047619047619058,31.56,317888.0143388727,1286.73,8.232419352388222,2073.241269851204,48.178752320993,2.253383720930219,1.0,6.123233995736766e-17,0,1,0,0,424893.9197041666,-266.0244830873906,483.7748789207888,-1225.4836999999825,1.677000000000021,-0.12899999999999956
2007-04-01,2007,4,5.9,215.276,5.25,6.18,424365.1654,1.9527354521548683,52149.49815333723,574.404,16.4,4.2,1.615,6.0,6.1,6.4,6.3,214.455,211.101,210.65,207.75,5.26,5.25,5.25,4.79,6.156000000000001,6.2175,6.3575,6.5075,425111.6701,427663.3343,433050.2928,432150.4943,1.31335992464869,1.934506898298846,2.9725327037965816,2.7980131378415973,51638.72877499556,50780.0,49864.59104676724,48934.30696732792,574.404,574.404,570.681,570.681,16.4,16.4,19.6,19.6,3.78,3.3600000000000003,3.6,4.0,1.7,1.785,2.205,1.995,6.0,6.1000000000000005,6.25,214.16966666666667,212.38508333333334,211.51754166666663,5.256666666666667,5.251666666666666,5.2025,6.207,6.20225,6.378291666666667,425271.3297666667,427199.87964999996,431395.8910583333,1.4886984589345191,2.1465149554562353,1.599814185668903,51665.358491050574,51052.0094819119,50240.33256467362,574.404,573.163,571.922,16.4,17.466666666666665,18.533333333333335,3.78,3.516666666666667,4.058333333333334,1.6716666666666662,1.8333333333333333,1.9666666666666666,-1.6666666666666607,-6.349206349206337,-3.2786885245901565,0.38283089692476846,3.6226233453670265,1.9777263016281355,-0.1901140684410607,9.603340292275565,0.0,0.3898635477582735,-5.0326546292739245,-0.6031363088057962,-0.17560202471609276,-1.8015318743556552,-0.7712068432049302,48.682430117334704,-30.209925545195293,0.9422842519740904,0.989120744174854,6.570423462124442,2.6969242877850075,0.0,0.6523784741387928,0.0,0.0,-16.326530612244916,0.0,11.111111111111116,5.000000000000004,25.0,-4.999999999999993,-19.047619047619058,-9.523809523809524,30.975,322283.898587624,1270.1284,8.137473617717708,2074.88003832476,47.74458305751457,2.5573766546329733,0.8660254037844387,-0.4999999999999998,0,1,0,0,422944.10696666664,341.66447160011455,1079.393961733239,-746.5046999999904,0.820999999999998,0.023999999999999133
2007-05-01,2007,5,5.9,216.097,5.25,6.2620000000000005,423326.9745,2.5,52662.222499553405,574.404,16.4,4.620000000000001,1.615,5.9,6.1,6.3,6.4,215.276,212.778,210.1,209.1,5.25,5.26,5.25,4.94,6.18,6.285,6.24,6.5975,424365.1654,426337.1538,430698.6996,434766.9483,1.9527354521548683,1.2,3.5,1.0,52149.49815333723,51207.84854481894,50120.10434475794,49059.705094965146,574.404,574.404,570.681,570.681,16.4,16.4,19.6,19.6,4.2,3.3600000000000003,3.2,4.4,1.615,1.7,2.1,1.995,5.933333333333333,6.033333333333334,6.208333333333333,215.27599999999998,213.38458333333335,212.100625,5.253333333333334,5.251666666666666,5.2283333333333335,6.199333333333333,6.205916666666667,6.3503333333333325,424267.9366666667,425971.25879999995,430442.5599083333,1.9220317922678525,1.9798482887895688,1.7248141856689034,52150.1498092954,51475.69584104448,50540.54234838931,574.404,573.7835,572.23225,16.4,16.933333333333334,18.26666666666667,4.2,3.753333333333334,4.076666666666667,1.6433333333333333,1.7525000000000002,1.9350000000000003,0.0,-7.8125,-3.2786885245901565,0.38137089132090907,3.346245815399329,1.5598417129590647,0.0,6.275303643724683,-0.1901140684410607,1.3268608414239713,-5.085259568018186,-0.3659506762132003,-0.24464564593124072,-2.6312887501526716,-0.7060560575520625,28.025534500396265,150.0,108.33333333333334,0.9831817455052017,7.343128943834554,2.840138760099542,0.0,0.6523784741387928,0.0,0.0,-16.326530612244916,0.0,10.000000000000009,5.000000000000004,37.50000000000002,0.0,-19.047619047619058,-4.999999999999993,30.975,329770.83729220345,1274.9723000000001,8.038532261026203,2087.8414297709355,47.57508507633474,2.9157541846006714,0.49999999999999994,-0.8660254037844387,0,1,0,0,420915.3178458333,843.3881610098344,1568.2684931568635,-1038.1908999999869,0.820999999999998,0.08200000000000074
2007-06-01,2007,6,5.9,216.6475,5.25,6.657500000000001,421307.2456,2.547233307156661,53194.72935524276,574.404,16.4,5.460000000000001,1.615,5.9,6.0,6.2,6.4,216.097,214.455,210.6005,210.25,5.25,5.26,5.24,4.99,6.2620000000000005,6.156000000000001,6.135,6.682,423326.9745,425111.6701,429023.2547,436218.3492,2.5,1.31335992464869,2.9784874576350058,0.0052692071612249,52662.222499553405,51638.72877499556,50415.87707356172,49189.34818527161,574.404,574.404,570.681,570.681,16.4,16.4,19.6,19.6,4.620000000000001,3.78,3.2,5.2,1.615,1.7,2.1,1.995,5.9,5.983333333333333,6.166666666666667,216.00683333333333,214.3924166666667,212.63375,5.25,5.253333333333333,5.25,6.366500000000001,6.293,6.348291666666667,422999.7951666667,424685.2572833333,429199.96794166666,2.3333229197705094,1.9079725970431778,1.9366445273351893,52668.8166693778,51938.837887991314,50874.324112553564,574.404,574.404,572.5425,16.4,16.4,18.0,4.760000000000001,4.13,4.098333333333334,1.615,1.6716666666666669,1.9033333333333333,0.0,-7.8125,-1.6666666666666607,0.25474671096776813,3.042806183115343,1.0223590030542518,0.0,5.210420841683372,-0.1901140684410607,6.315873522836157,-0.36665668961388675,8.14652371669915,-0.4771084815432647,-3.4182660191498404,-0.8949235618737617,1.889332286266443,48241.87059300437,93.94784775681495,1.0111742923380573,8.14278155279653,3.0132433875882825,0.0,0.6523784741387928,0.0,0.0,-16.326530612244916,0.0,18.181818181818166,5.000000000000004,44.444444444444464,0.0,-19.047619047619058,-4.999999999999993,30.975,354143.9106825287,1278.22025,7.920093789488881,2165.3891067957898,48.84820281351517,3.6146938168846576,1.2246467991473532e-16,-1.0,0,0,1,0,418737.3637291666,1060.1467294126217,1509.7351414207785,-2019.7288999999873,0.5504999999999995,0.3955000000000002
2007-07-01,2007,7,5.9,217.198,5.26,6.695,418495.149,2.3410399848877037,53697.00893643128,574.404,16.4,5.88,1.7,5.9,5.9,6.1,6.4,216.6475,215.276,211.101,211.4,5.25,5.25,5.25,5.24,6.657500000000001,6.18,6.2175,6.7625,421307.2456,424365.1654,427663.3343,436993.9705,2.547233307156661,1.9527354521548683,1.934506898298846,-0.0771862309915388,53194.72935524276,52149.49815333723,50780.0,49322.886598753554,574.404,574.404,574.404,570.681,16.4,16.4,16.4,19.6,5.460000000000001,4.2,3.3600000000000003,5.6,1.615,1.615,1.785,2.1,5.9,5.95,6.125,216.64750000000004,215.40858333333333,213.11691666666664,5.253333333333333,5.255,5.251666666666666,6.538166666666668,6.372583333333334,6.342666666666667,421043.12303333334,423157.22640000004,427658.39948333334,2.4627577640147877,1.9757281114746539,2.1381633786584597,53184.65359707582,52425.00604406319,51238.834307360055,574.404,574.404,572.85275,16.4,16.4,17.73333333333333,5.320000000000001,4.55,4.121666666666667,1.6433333333333333,1.6575,1.8699999999999999,0.0,-7.8125,0.0,0.25409940110086016,2.7426679280983857,0.8928073728608821,0.19047619047618536,0.3816793893129722,0.19047619047618536,0.563274502440847,-0.9981515711645073,8.333333333333348,-0.6674693182632585,-4.233198338831546,-1.3832465241267022,-8.094795309469305,-3132.9761601448445,19.885158140819147,0.94422809792718,8.868342141573414,2.9674509590559284,0.0,0.6523784741387928,0.0,0.0,-16.326530612244916,0.0,7.692307692307665,5.000000000000004,39.99999999999999,5.263157894736836,-19.047619047619058,5.263157894736836,31.034,359501.47482940747,1281.4682,7.793639856093878,2159.255354825666,48.25420404436786,3.9523320719016146,-0.4999999999999997,-0.8660254037844388,0,0,1,0,416350.5254833333,802.7852856626156,1341.8382310040874,-2812.096600000048,0.5504999999999995,0.037499999999999645
2007-08-01,2007,8,5.9,217.8275,5.02,6.572,415325.85,2.3,54186.19246704914,574.404,16.4,5.04,1.7,5.9,5.9,6.1,6.4,217.198,216.097,212.778,211.3,5.26,5.25,5.26,5.25,6.695,6.2620000000000005,6.285,6.523999999999999,418495.149,423326.9745,426337.1538,436981.835,2.3410399848877037,2.5,1.2,0.6,53697.00893643128,52662.222499553405,51207.84854481894,49477.59548121095,574.404,574.404,574.404,570.681,16.4,16.4,16.4,19.6,5.88,4.620000000000001,3.3600000000000003,4.8,1.7,1.615,1.7,2.1,5.9,5.916666666666667,6.083333333333333,217.22433333333333,216.25016666666667,213.660875,5.176666666666667,5.215,5.2325,6.641500000000001,6.420416666666667,6.346666666666667,418376.0815333333,421322.00909999997,425853.7340666666,2.3960910973481213,2.1590614448079872,2.279830045325127,53692.64358624106,52921.396697768236,51631.21738951324,574.404,574.404,573.163,16.4,16.4,17.466666666666665,5.460000000000001,4.830000000000001,4.141666666666667,1.6716666666666662,1.6575,1.836666666666667,0.0,-7.8125,0.0,0.28982771480399183,3.08920965451962,0.8007977898813801,-4.562737642585557,-4.380952380952385,-4.380952380952385,-1.8371919342793142,0.7357449417535467,4.950495049504955,-0.7573084198402524,-4.955808975446319,-1.8900577997540413,-1.7530663787304945,283.3333333333333,-8.000000000000007,0.911007038021383,9.516624524783701,2.8938580545260217,0.0,0.6523784741387928,0.0,0.0,-16.326530612244916,0.0,-14.28571428571428,5.000000000000004,9.090909090909062,0.0,-19.047619047619058,5.263157894736836,29.618,356111.656893447,1285.18225,7.664791178168893,2115.870973247414,46.8577888996519,3.48279034548038,-0.8660254037844384,-0.5000000000000004,0,0,1,0,413734.64370416664,444.74212646121987,1146.464169372121,-3169.298999999999,0.6294999999999789,-0.12300000000000022
