Date,Year,Month,Unemployment_Rate,CPI,Interest_Rate,Mortgage_Rate,ZHVI,GDP_Growth,Median_Household_Income,Population,Poverty_Rate,Marriage_Rate,Divorce_Rate
2016-07-01,2016,7,6.2,254.305,0.39,3.44,381363.3422,2.3592942091742044,75999.97388488517,687.576,18.6,11.339999999999998,2.7000000000000006
2016-08-01,2016,8,6.2,253.909,0.4,3.435,381448.2139,2.9,76998.85689922128,687.576,18.6,9.719999999999999,2.7000000000000006
2016-09-01,2016,9,6.3,253.513,0.4,3.46,381719.5979,2.915620224331439,77982.16420617151,687.576,18.6,8.1,2.835000000000001
2016-10-01,2016,10,6.3,253.751,0.4,3.47,382767.7159,2.5905059923324263,78898.29987537897,687.576,18.6,7.29,2.835000000000001
2016-11-01,2016,11,6.3,253.989,0.41,3.77,384477.0333,2.2,79787.03032232067,687.576,18.6,6.48,2.7000000000000006
2016-12-01,2016,12,6.3,254.242,0.54,4.198,386548.6693,1.9956854697722688,80570.62035071998,687.576,18.6,6.48,2.7000000000000006
2017-01-01,2017,1,6.3,254.495,0.65,4.15,388436.9977,1.951651740128457,81280.0,697.079,16.6,6.56,2.625
2017-02-01,2017,2,6.2,254.965,0.66,4.1675,390336.3192,2.0,81872.68649523563,697.079,16.6,6.56,2.5
2017-03-01,2017,3,6.2,255.435,0.79,4.196,392001.9334,2.0689817290084074,82318.17662076463,697.079,16.6,7.38,2.5
2017-04-01,2017,4,6.2,255.4685,0.9,4.045,393462.7423,2.1690182088595025,82730.11842888562,697.079,16.6,8.2,2.375
2017-05-01,2017,5,6.2,255.502,0.91,4.01,394193.2368,2.3,83065.44159981594,697.079,16.6,9.02,2.375
2017-06-01,2017,6,6.1,255.51,1.04,3.904,394482.6655,2.48868273162061,83365.72119482444,697.079,16.6,10.66,2.375
2017-07-01,2017,7,6.1,255.518,1.15,3.9675000000000002,394455.2152,2.765532286181508,83629.98233827052,697.079,16.6,11.479999999999999,2.5
2017-08-01,2017,8,6.1,256.667,1.16,3.88,394742.5457,3.2,83895.0626229241,697.079,16.6,9.839999999999998,2.5
2017-09-01,2017,9,6.0,257.816,1.15,3.8049999999999997,395624.1547,3.7879645268540982,84171.55763572901,697.079,16.6,8.2,2.625
2017-10-01,2017,10,6.0,257.844,1.15,3.895,397023.0394,4.321464299286515,84468.6019734495,697.079,16.6,7.38,2.625
2017-11-01,2017,11,5.9,257.872,1.16,3.9219999999999997,398572.8671,4.6,84825.21877514041,697.079,16.6,6.56,2.5
2017-12-01,2017,12,5.9,259.0455,1.3,3.95,400273.7263,4.443947809105219,85236.79850666552,697.079,16.6,6.56,2.5
2018-01-01,2018,1,5.9,260.219,1.41,4.032500000000001,401989.6106,3.9502774230585596,85750.0,704.147,16.2,6.24,2.625
2018-02-01,2018,2,5.8,260.1225,1.42,4.33,403565.5454,3.3,86364.60352221348,704.147,16.2,6.24,2.5
2018-03-01,2018,3,5.8,260.026,1.51,4.444,405153.7041,2.726843016679755,86992.42434875183,704.147,16.2,7.02,2.5
2018-04-01,2018,4,5.8,260.898,1.69,4.4675,406342.4173,2.2545452375099213,87744.86893176516,704.147,16.2,7.8,2.375
2018-05-01,2018,5,5.7,261.77,1.7,4.586,407551.0947,2.1,88507.54758413343,704.147,16.2,8.58,2.375
2018-06-01,2018,6,5.6,261.893,1.82,4.57,408109.4326,2.308529373851471,89306.86367010286,704.147,16.2,10.14,2.375
2018-07-01,2018,7,5.5,262.016,1.91,4.5275,409138.9206,2.569313900950848,90067.85208092273,704.147,16.2,10.92,2.5
2018-08-01,2018,8,5.5,262.536,1.91,4.55,410082.8462,2.5,90816.80349806936,704.147,16.2,9.36,2.5
2018-09-01,2018,9,5.5,263.056,1.95,4.6274999999999995,411276.6794,1.8449875220665783,91502.89590696541,704.147,16.2,7.8,2.625
2018-10-01,2018,10,5.6,262.088,2.19,4.83,412197.4046,1.041684365971038,92083.3527228095,704.147,16.2,7.02,2.625
2018-11-01,2018,11,5.7,261.12,2.2,4.866,413131.4751,0.6,92572.42918741294,704.147,16.2,6.24,2.5
2018-12-01,2018,12,5.8,261.712,2.27,4.6375,414045.3448,0.9240981049863392,92915.175651468,704.147,16.2,6.24,2.5
2019-01-01,2019,1,5.9,262.304,2.4,4.464,414971.8353,1.7249277436140837,93110.0,708.253,15.5,6.24,2.52
2019-02-01,2019,2,5.9,263.2805,2.4,4.37,416331.117,2.5,93126.38303868278,708.253,15.5,6.24,2.4
2019-03-01,2019,3,5.8,264.257,2.41,4.265,418216.8862,2.863073576842426,93001.4572780276,708.253,15.5,7.02,2.4
2019-04-01,2019,4,5.7,265.112,2.42,4.1425,420273.776,3.071958320135889,92731.52222200131,708.253,15.5,7.8,2.28
2019-05-01,2019,5,5.6,265.967,2.39,4.072,421611.1555,3.4,92361.42384784498,708.253,15.5,8.58,2.28
2019-06-01,2019,6,5.4,265.5685,2.38,3.8024999999999998,422351.7296,4.066725595085123,91890.87028027927,708.253,15.5,10.14,2.28
2019-07-01,2019,7,5.4,265.17,2.4,3.765,422736.8341,4.684763030263626,91373.55820268983,708.253,15.5,10.92,2.4
2019-08-01,2019,8,5.3,265.335,2.13,3.6159999999999997,423334.4191,4.8,90799.38149290171,708.253,15.5,9.36,2.4
2019-09-01,2019,9,5.2,265.5,2.04,3.605,423945.0366,4.098633621696128,90209.71540786591,708.253,15.5,7.8,2.52
2019-10-01,2019,10,5.2,265.263,1.83,3.6879999999999997,424931.8218,3.191296330769456,89647.91771562136,708.253,15.5,7.02,2.52
2019-11-01,2019,11,5.2,265.026,1.55,3.6950000000000003,426383.9969,2.8,89100.91658634943,708.253,15.5,6.24,2.4
2019-12-01,2019,12,5.4,265.7295,1.55,3.72,428404.894,3.068124769002324,88627.34080419103,708.253,15.5,6.24,2.4
2020-01-01,2020,1,5.5,266.433,1.55,3.624,430919.5727,1.4270559153772213,88220.0,670.917,13.5,5.2,2.205
2020-02-01,2020,2,5.7,265.909,1.58,3.4650000000000003,433649.8075,-5.5,87916.08540567601,670.917,13.5,5.2,2.1
2020-03-01,2020,3,5.8,265.385,0.65,3.45,436430.5874,-17.789609810197856,87726.78617503656,670.917,13.5,5.8500000000000005,2.1
2020-04-01,2020,4,11.2,265.559,0.05,3.306,438740.4351,-29.10155012294439,87622.89442481393,670.917,13.5,6.5,1.9949999999999999
2020-05-01,2020,5,8.8,265.733,0.05,3.2325,439883.5358,-28.1,87616.2143231633,670.917,13.5,7.15,1.9949999999999999
2020-06-01,2020,6,8.6,266.51,0.08,3.1625,440122.6549,-8.543304630365558,87703.11665062224,670.917,13.5,8.450000000000001,1.9949999999999999
2020-07-01,2020,7,8.6,267.287,0.09,3.016,440610.2295,17.264345651148464,87874.94712286947,670.917,13.5,9.1,2.1
2020-08-01,2020,8,8.4,268.0375,0.1,2.935,442754.5165,35.2,88139.97722536909,670.917,13.5,7.8,2.1
2020-09-01,2020,9,8.4,268.788,0.09,2.89,446934.5789,32.97368930935817,88490.6771679751,670.917,13.5,6.5,2.205
2020-10-01,2020,10,8.1,268.744,0.09,2.834,452299.9788,18.92441552984651,88908.55213418034,670.917,13.5,5.8500000000000005,2.205
2020-11-01,2020,11,7.9,268.7,0.09,2.765,458210.922,4.4,89418.27657571282,670.917,13.5,5.2,2.1
2020-12-01,2020,12,7.7,269.6175,0.09,2.684,463821.8679,-0.6048965023145221,89983.91736218196,670.917,13.5,5.2,2.1
2021-01-01,2021,1,7.3,270.535,0.09,2.735,468895.496,1.4352158928582648,90640.0,669.256,16.5,5.84,2.7300000000000004
2021-02-01,2021,2,7.1,271.441,0.08,2.81,474112.3945,5.6,91364.98864329344,669.256,16.5,5.84,2.6
2021-03-01,2021,3,7.0,272.347,0.07,3.0825,479892.5812,7.574316659017612,92073.76651862526,669.256,16.5,6.57,2.6
2021-04-01,2021,4,7.1,274.0845,0.07,3.06,486381.9385,7.622978984872265,92911.78376931052,669.256,16.5,7.3,2.4699999999999998
2021-05-01,2021,5,7.1,275.822,0.06,2.9625,492964.0081,6.4,93769.7333818951,669.256,16.5,8.030000000000001,2.4699999999999998
2021-06-01,2021,6,7.3,277.4605,0.08,2.975,498709.6571,4.731624193669861,94698.01542136226,669.256,16.5,9.49,2.4699999999999998
2021-07-01,2021,7,7.1,279.099,0.1,2.868,502221.3841,3.5210406298763943,95630.23488513558,669.256,16.5,10.219999999999999,2.6
2021-08-01,2021,8,7.0,280.016,0.09,2.8425000000000002,503447.5223,3.5,96621.74316161095,669.256,16.5,8.76,2.6
2021-09-01,2021,9,6.6,280.933,0.08,2.9,502877.4031,5.115481012579353,97635.02081173674,669.256,16.5,7.3,2.7300000000000004
2021-10-01,2021,10,6.5,282.5865,0.08,3.0675,502748.9873,6.958854913617443,98629.76209785676,669.256,16.5,6.57,2.7300000000000004
2021-11-01,2021,11,6.3,284.24,0.08,3.0675,503545.5431,7.4,99665.48652985661,669.256,16.5,5.84,2.6
2021-12-01,2021,12,6.1,285.459,0.08,3.098,505693.3879,5.304387169290903,100668.86733789975,669.256,16.5,5.84,2.6
2022-01-01,2022,1,6.0,286.678,0.08,3.4450000000000003,509623.5527,1.833564603670604,101700.0,676.725,13.3,6.640000000000001,2.1
2022-02-01,2022,2,5.6,289.4525,0.08,3.7625,515576.3775,-1.0,102718.4371469942,676.725,13.3,6.640000000000001,2.0
2022-03-01,2022,3,5.2,292.227,0.2,4.172,523506.9181,-1.7344356399744867,103621.59530276852,676.725,13.3,7.470000000000001,2.0
2022-04-01,2022,4,4.9,294.393,0.33,4.9825,531336.8681,-0.9971608698467622,104596.57752787566,676.725,13.3,8.3,1.9
2022-05-01,2022,5,4.7,296.559,0.77,5.2299999999999995,537820.2237,0.3,105508.78934682245,676.725,13.3,9.13,1.9
2022-06-01,2022,6,4.4,298.248,1.21,5.522,541463.343,1.4029708973638868,106412.24830501634,676.725,13.3,10.790000000000001,1.9
2022-07-01,2022,7,4.2,299.937,1.68,5.4125,541420.8361,2.155116385361411,107242.1608889953,676.725,13.3,11.620000000000001,2.0
2022-08-01,2022,8,4.0,299.6025,2.33,5.2225,538237.8309,2.7,108047.05802850224,676.725,13.3,9.96,2.0
2022-09-01,2022,9,4.2,299.268,2.56,6.112,533680.0303,3.086229908096529,108791.50438220795,676.725,13.3,8.3,2.1
2022-10-01,2022,10,4.4,299.6765,3.08,6.9,530563.7496,3.3172828402783026,109447.80180613347,676.725,13.3,7.470000000000001,2.1
2022-11-01,2022,11,4.6,300.085,3.78,6.805,528874.8778,3.4,110052.90688601811,676.725,13.3,6.640000000000001,2.0
2022-12-01,2022,12,4.8,299.617,4.1,6.364,528214.7204,3.3268638590862953,110561.27474571014,676.725,13.3,6.640000000000001,2.0
2023-01-01,2023,1,4.9,299.149,4.33,6.2725,527444.8263,3.116557299962465,111000.0,687.324,14.0,6.640000000000001,2.0
2023-02-01,2023,2,5.0,301.0395,4.57,6.2575,527180.8241,2.8,111000.0,687.324,14.0,6.640000000000001,2.0
2023-03-01,2023,3,5.0,302.93,4.65,6.544,527312.913,2.4740711367104042,111000.0,687.324,14.0,6.640000000000001,2.0
2023-04-01,2023,4,4.9,304.272,4.83,6.342499999999999,528835.5017,2.2541879813135246,111000.0,687.324,14.0,6.640000000000001,2.0
2023-05-01,2023,5,4.8,305.614,5.06,6.425,531386.0727,2.4,111000.0,687.324,14.0,6.640000000000001,2.0
2023-06-01,2023,6,4.8,305.4435,5.08,6.714,535015.8566,3.0411195252729,111000.0,687.324,14.0,6.640000000000001,2.0
2023-07-01,2023,7,4.7,305.273,5.12,6.84,538369.9319,3.83173840458668,111000.0,687.324,14.0,6.640000000000001,2.0
2023-08-01,2023,8,4.8,307.2635,5.33,7.072,541092.1099,4.4,111000.0,687.324,14.0,6.640000000000001,2.0
2023-09-01,2023,9,4.9,309.254,5.33,7.2,542823.0957,4.392106832346403,111000.0,687.324,14.0,6.640000000000001,2.0
2023-10-01,2023,10,4.9,308.8365,5.33,7.62,543956.7178,3.9332851305349963,111000.0,687.324,14.0,6.640000000000001,2.0
2023-11-01,2023,11,4.9,308.419,5.33,7.442,544611.6851,3.2,111000.0,687.324,14.0,6.640000000000001,2.0
2023-12-01,2023,12,4.9,309.19,5.33,6.815,545170.4606,2.440063361125832,111000.0,687.324,14.0,6.640000000000001,2.0
2024-01-01,2024,1,5.0,309.961,5.33,6.6425,545590.1366,1.822185982453911,111000.0,702.25,14.0,6.640000000000001,2.0
2024-02-01,2024,2,5.1,311.5345,5.33,6.776000000000001,547027.7772,1.6,111000.0,702.25,14.0,6.640000000000001,2.0
2024-03-01,2024,3,5.2,313.108,5.33,6.82,550052.6867,1.875120998734086,111000.0,702.25,14.0,6.640000000000001,2.0
2024-04-01,2024,4,5.2,314.3875,5.33,6.9925,554222.2106,2.459772758492516,111000.0,702.25,14.0,6.640000000000001,2.0
2024-05-01,2024,5,5.3,315.667,5.33,7.06,557647.4891,3.0,111000.0,702.25,14.0,6.640000000000001,2.0
2024-06-01,2024,6,5.4,316.056,5.33,6.9175,559326.8876,3.2735250708863664,111000.0,702.25,14.0,6.640000000000001,2.0
2024-07-01,2024,7,5.5,316.445,5.33,6.8475,559887.9247,3.2788216395142302,111000.0,702.25,14.0,6.640000000000001,2.0
2024-08-01,2024,8,5.7,316.9135,5.33,6.5,560405.84,3.1,111000.0,702.25,14.0,6.640000000000001,2.0
2024-09-01,2024,9,5.7,317.382,5.13,6.18,561833.1091,2.81899263269749,111000.0,702.25,14.0,6.640000000000001,2.0
2024-10-01,2024,10,5.7,317.0635,4.83,6.428,563909.3632,2.5308109404557886,111000.0,702.25,14.0,6.640000000000001,2.0
2024-11-01,2024,11,5.6,316.745,4.64,6.805,566215.4795,2.3,111000.0,702.25,14.0,6.640000000000001,2.0
2024-12-01,2024,12,5.5,316.745,4.48,6.715,568278.8509,2.3,111000.0,702.25,14.0,6.640000000000001,2.0
