RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024
395209,6,"Washington, DC",msa,VA,179200.9293,179346.6336,179615.1761,180223.2337,181147.5845,182260.1663,183644.4525,185187.0921,186771.6998,188359.2,189915.623,191629.4828,193160.2403,194520.9875,195901.4356,197649.402,199734.9308,201958.6422,204256.3119,206618.2835,208946.9481,211164.9599,213353.9444,215516.9554,217459.5527,219232.9986,221071.5565,223308.3493,225950.542,228891.8561,232110.2971,235507.6467,238817.3881,241876.6148,244597.6219,247188.8274,249443.0736,251846.7985,254389.5635,257321.7312,260374.9591,263616.1065,267014.2389,270414.6742,273853.4797,277296.3296,280583.8043,283639.3743,286402.0668,289510.4273,293028.796,297369.7285,302469.561,308384.999,315222.5496,322267.6722,329347.7588,335353.0355,340532.8113,345426.9585,350658.7808,355935.373,361417.1738,367803.7324,375339.1994,383138.0612,390634.6477,397355.1817,403723.7529,409437.9529,414189.5885,418401.3373,421962.8742,425445.939,428958.7791,432150.4943,434766.9483,436218.3492,436993.9705,436981.835,435540.019,433050.2928,430698.6996,429023.2547,427663.3343,426337.1538,425111.6701,424365.1654,423326.9745,421307.2456,418495.149,415325.85,412504.4743,409290.3318,405767.7217,401683.3338,397719.1373,393500.1881,388716.952,383395.1045,377381.4165,371497.4404,365518.7663,359862.0157,354111.1163,348798.4711,344137.8849,340176.799,336087.9109,332055.311,328194.4587,324923.1032,322681.4509,321127.1121,319827.1323,318318.9425,316574.9142,315311.0723,314893.3633,315539.9238,316887.8307,317886.0594,319016.7695,320227.8258,321763.9403,322434.8312,322084.358,320918.043,319669.9032,318477.2927,317165.7462,316106.9567,315525.0564,315864.6676,316179.838,316345.4942,315796.5859,315372.0061,314542.3048,313643.9299,312370.5162,311336.1321,311060.4104,311049.9643,311217.7884,311676.6584,312705.9146,314451.2365,316114.6831,318086.7545,319819.9353,321794.5603,324046.7744,326561.4784,329115.6744,331135.0109,333049.3785,335073.9136,337081.3626,339152.4338,341273.5877,343829.1332,346219.2072,348527.5621,350813.3873,353336.1204,355732.5599,357797.7774,359406.2607,360912.1484,362407.3791,364123.6571,365462.0554,366351.4051,366652.8046,366742.3365,367215.2064,367840.5386,368659.5225,369115.6564,369637.3507,370345.901,371221.0943,371706.0018,371875.7278,371937.2921,372421.9198,373162.3381,374228.5809,375544.3002,376917.1222,378175.4529,379542.308,380640.1057,381141.6667,381083.2877,380971.7109,381182.7186,381363.3422,381448.2139,381719.5979,382767.7159,384477.0333,386548.6693,388436.9977,390336.3192,392001.9334,393462.7423,394193.2368,394482.6655,394455.2152,394742.5457,395624.1547,397023.0394,398572.8671,400273.7263,401989.6106,403565.5454,405153.7041,406342.4173,407551.0947,408109.4326,409138.9206,410082.8462,411276.6794,412197.4046,413131.4751,414045.3448,414971.8353,416331.117,418216.8862,420273.776,421611.1555,422351.7296,422736.8341,423334.4191,423945.0366,424931.8218,426383.9969,428404.894,430919.5727,433649.8075,436430.5874,438740.4351,439883.5358,440122.6549,440610.2295,442754.5165,446934.5789,452299.9788,458210.922,463821.8679,468895.496,474112.3945,479892.5812,486381.9385,492964.0081,498709.6571,502221.3841,503447.5223,502877.4031,502748.9873,503545.5431,505693.3879,509623.5527,515576.3775,523506.9181,531336.8681,537820.2237,541463.343,541420.8361,538237.8309,533680.0303,530563.7496,528874.8778,528214.7204,527444.8263,527180.8241,527312.913,528835.5017,531386.0727,535015.8566,538369.9319,541092.1099,542823.0957,543956.7178,544611.6851,545170.4606,545590.1366,547027.7772,550052.6867,554222.2106,557647.4891,559326.8876,559887.9247,560405.84,561833.1091,563909.3632,566215.4795,568278.8509
