2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
8.3,7.3,6.5,7.8,7.8,8.2,8.1,8.2,11.8,10.8,8.4,8.7,7.6,4.7,4.1,4.2,4,4.1,5.2,5.1,5.1,6.2,4.9
